# GJJ 模型关键词索引表 (Model Keywords Index)
# 
# 用途说明：
# 1. 统一管理所有模型的关键词（去扩展名、去量化参数）
# 2. 支持模糊搜索和子目录匹配
# 3. 方便维护和扩展
#
# 字段说明：
# - id: 唯一标识符（小写，使用连字符分隔）
# - category: 模型类别 (unet/clip/vae/lora/controlnet/upscaler/audio/embedding)
# - keywords: 搜索关键词（多个用 | 分隔，已去除扩展名和量化参数）
# - display_name: 显示名称（人类可读）
# - description: 描述信息
# - tags: 标签（多个用 | 分隔）
# - priority: 优先级（0-100，数字越大越优先匹配）
#
# 规范化规则：
# 1. 去除扩展名：.safetensors, .ckpt, .pth, .pt, .bin, .gguf, .onnx
# 2. 去除量化参数：_fp8, _fp16, _bf16, _fp4, _nvfp4, _e4m3fn, _scaled, _turbo 等
# 3. 统一使用小写字母和连字符
#
# 示例：
# 原始文件名: "ltx-2.3-22b-distilled_transformer_only_fp8_input_scaled_v3.safetensors"
# 规范化后: "ltx-2.3-22b-distilled-transformer-only"
# 关键词: "ltx|2.3|22b|distilled|transformer|only"

ltx-2-19b-ic-lora-detailer-缁嗚妭	lora	ltx|2|19b|ic|lora	Ltx 2 19B Ic Lora Detailer 缁嗚妭	Ltx 2 19B Ic Lora Detailer 缁嗚妭 (lora)	lora|loras	80
ltx-2.3-22b-av-lora-talking-head-v1	lora	ltx-2.3-22b-av-lora-talking-head|talking-head|av-lora	LTX 2.3 Talking Head LoRA	LTX 2.3 说话头像 LoRA	ltx|lora|talking-head	90
ltx-2.3-22b-distilled-lora-384-1.1	lora	ltx-2.3-22b-distilled-lora-384|distilled-lora|384	LTX 2.3 Distilled LoRA 384	LTX 2.3 蒸馏版 384 分辨率 LoRA	ltx|lora|distilled	80
ltx-2.3-22b-distilled-lora-384-1.1-钂搁鍔犻€?寮哄害0.6	lora	ltx|2.3|22b|distilled|lora	Ltx 2.3 22B Distilled Lora 384 1.1 钂搁鍔犻€?寮哄害0.6	Ltx 2.3 22B Distilled Lora 384 1.1 钂搁鍔犻€?寮哄害0.6 (lora)	lora|loras	80
ltx-2.3-22b-ic-lora-outpaint-澶栨墿	lora	ltx|2.3|22b|ic|lora	Ltx 2.3 22B Ic Lora Outpaint 澶栨墿	Ltx 2.3 22B Ic Lora Outpaint 澶栨墿 (lora)	lora|loras	80
ltx-2.3-22b-ic-lora-refocus	lora	ltx-2.3-22b-ic-lora-refocus|refocus|ic-lora	LTX 2.3 Refocus LoRA	LTX 2.3 重新聚焦 LoRA	ltx|lora|refocus	90
ltx-2.3-22b-ic-lora-refocus-鑱氱劍	lora	ltx|2.3|22b|ic|lora	Ltx 2.3 22B Ic Lora Refocus 鑱氱劍	Ltx 2.3 22B Ic Lora Refocus 鑱氱劍 (lora)	lora|loras	80
ltx-2.3-22b-ic-lora-union-control-ref0.5-澶氬悎涓€鎺у埗	lora	ltx|2.3|22b|ic|lora	Ltx 2.3 22B Ic Lora Union Control Ref0.5 澶氬悎涓€鎺у埗	Ltx 2.3 22B Ic Lora Union Control Ref0.5 澶氬悎涓€鎺у埗 (lora)	lora|loras	80
ltx-2.3-guofeng-v01-鍥介	lora	ltx|2.3|guofeng|v01|鍥介	Ltx 2.3 Guofeng V01 鍥介	Ltx 2.3 Guofeng V01 鍥介 (lora)	lora|loras	80
ltx-2.3-id-lora-talkvid-3k-浜よ皥	lora	ltx|2.3|id|lora|talkvid	Ltx 2.3 Id Lora Talkvid 3K 浜よ皥	Ltx 2.3 Id Lora Talkvid 3K 浜よ皥 (lora)	lora|loras	80
ltx2.3-22b-ic-lora-cameraman-杩愰暅澶嶅埢	lora	ltx2.3|22b|ic|lora|cameraman	Ltx2.3 22B Ic Lora Cameraman 杩愰暅澶嶅埢	Ltx2.3 22B Ic Lora Cameraman 杩愰暅澶嶅埢 (lora)	lora|loras	80
ltx2.3-transition	lora	ltx2.3-transition|transition	LTX2.3 Transition LoRA	LTX 2.3 转场效果 LoRA	ltx|lora|transition	85
ltx2.3姊呭嚌瑙﹀彂璇峬eining	lora	ltx2.3姊呭嚌瑙﹀彂璇峬eining	Ltx2.3姊呭嚌瑙﹀彂璇峂eining	Ltx2.3姊呭嚌瑙﹀彂璇峂eining (lora)	lora|loras	80
ltx2.3瀹嬬帀瑙﹀彂璇峴ongyu	lora	ltx2.3瀹嬬帀瑙﹀彂璇峴ongyu	Ltx2.3瀹嬬帀瑙﹀彂璇峉ongyu	Ltx2.3瀹嬬帀瑙﹀彂璇峉ongyu (lora)	lora|loras	80
ltx2.3绱伒瑙﹀彂璇峼iling	lora	ltx2.3绱伒瑙﹀彂璇峼iling	Ltx2.3绱伒瑙﹀彂璇峑iling	Ltx2.3绱伒瑙﹀彂璇峑iling (lora)	lora|loras	80
ltx2.3鎱曟矝鐏佃Е鍙戣瘝peiling	lora	ltx2.3鎱曟矝鐏佃Е鍙戣瘝peiling	Ltx2.3鎱曟矝鐏佃Е鍙戣瘝Peiling	Ltx2.3鎱曟矝鐏佃Е鍙戣瘝Peiling (lora)	lora|loras	80
ltx2.3鐕曞瀚ｈЕ鍙戣瘝ruyan	lora	ltx2.3鐕曞瀚ｈЕ鍙戣瘝ruyan	Ltx2.3鐕曞瀚ｈЕ鍙戣瘝Ruyan	Ltx2.3鐕曞瀚ｈЕ鍙戣瘝Ruyan (lora)	lora|loras	80
ltx2.3闊╃珛瑙﹀彂璇峢anli	lora	ltx2.3闊╃珛瑙﹀彂璇峢anli	Ltx2.3闊╃珛瑙﹀彂璇岺anli	Ltx2.3闊╃珛瑙﹀彂璇岺anli (lora)	lora|loras	80
ltx2.3闊╃珛鍗楀濠夊弻浜簂ora	lora	ltx2.3闊╃珛鍗楀濠夊弻浜簂ora	Ltx2.3闊╃珛鍗楀濠夊弻浜篖ora	Ltx2.3闊╃珛鍗楀濠夊弻浜篖ora (lora)	lora|loras	80
ltx23-edit-anything-global-rank128steps-prodigy-閫氱敤缂栬緫	lora	ltx23|edit|anything|global|rank128steps	Ltx23 Edit Anything Global Rank128Steps Prodigy 閫氱敤缂栬緫	Ltx23 Edit Anything Global Rank128Steps Prodigy 閫氱敤缂栬緫 (lora)	lora|loras	80
ltx23-gydboy	lora	ltx23-gydboy|gydboy	LTX23 GYDBoy LoRA	LTX23 GYDBoy 风格 LoRA	ltx|lora|style	75
ltx2浜氭床浜哄儚缇庡v2	lora	ltx2浜氭床浜哄儚缇庡v2	Ltx2浜氭床浜哄儚缇庡V2	Ltx2浜氭床浜哄儚缇庡V2 (lora)	lora|loras	80
menace-qwen-image-2512	lora	menace|qwen|image|2512	Menace Qwen Image 2512	Menace Qwen Image 2512 (lora)	lora|loras	80
moxinv1	lora	moxinv1	Moxinv1	Moxinv1 (lora)	lora|loras	80
naturalbeautyflux2klein9bnudity	lora	naturalbeautyflux2klein9bnudity	Naturalbeautyflux2Klein9Bnudity	Naturalbeautyflux2Klein9Bnudity (lora)	lora|loras	80
next-scene-lora-v2-3000	lora	next|scene|lora|v2|3000	Next Scene Lora V2 3000	Next Scene Lora V2 3000 (lora)	lora|loras	80
nipplediffusion-f2-klein-9b	lora	nipplediffusion|f2|klein|9b	Nipplediffusion F2 Klein 9B	Nipplediffusion F2 Klein 9B (lora)	lora|loras	80
nipplediffusion-f2-klein-9bqwen-flux-nsfw	lora	nipplediffusion|f2|klein|9bqwen|flux	Nipplediffusion F2 Klein 9Bqwen Flux Nsfw	Nipplediffusion F2 Klein 9Bqwen Flux Nsfw (lora)	lora|loras	80
nsfw-female-genitals-helper-for-wan-t2v-i2v	lora	nsfw|female|genitals|helper|for	Nsfw Female Genitals Helper For Wan T2V I2V	Nsfw Female Genitals Helper For Wan T2V I2V (lora)	lora|loras	80
nsfw-klein	lora	nsfw|klein	Nsfw Klein	Nsfw Klein (lora)	lora|loras	80
p0ssy-loransfw	lora	p0ssy|loransfw	P0Ssy Loransfw	P0Ssy Loransfw (lora)	lora|loras	80
papercutoutstyle-椋庢牸-鍓焊	lora	papercutoutstyle|椋庢牸|鍓焊	Papercutoutstyle 椋庢牸 鍓焊	Papercutoutstyle 椋庢牸 鍓焊 (lora)	lora|loras	80
pubichair-wan22-high-e40	lora	pubichair|wan22|high|e40	Pubichair Wan22 High E40	Pubichair Wan22 High E40 (lora)	lora|loras	80
pubichair-wan22-low-e50	lora	pubichair|wan22|low|e50	Pubichair Wan22 Low E50	Pubichair Wan22 Low E50 (lora)	lora|loras	80
pussy-zimage-v1-000026000	lora	pussy|zimage|v1|000026000	Pussy Zimage V1 000026000	Pussy Zimage V1 000026000 (lora)	lora|loras	80
pytorch-lora-weights	lora	pytorch|lora|weights	Pytorch Lora Weights	Pytorch Lora Weights (lora)	lora|loras	80
qwen-2512-pussy-anusnsfw	lora	qwen|2512|pussy|anusnsfw	Qwen 2512 Pussy Anusnsfw	Qwen 2512 Pussy Anusnsfw (lora)	lora|loras	80
qwen-edit-2509-multiple-angles	lora	qwen|edit|2509|multiple|angles	Qwen Edit 2509 Multiple Angles	Qwen Edit 2509 Multiple Angles (lora)	lora|loras	80
qwen-edit-2511-澶ф潅鐑?20	lora	qwen|edit|2511|澶ф潅鐑﹟20	Qwen Edit 2511 澶ф潅鐑?20	Qwen Edit 2511 澶ф潅鐑?20 (lora)	lora|loras	80
qwen-edit-remove-clothes-nsfw	lora	qwen|edit|remove|clothes|nsfw	Qwen Edit Remove Clothes Nsfw	Qwen Edit Remove Clothes Nsfw (lora)	lora|loras	80
qwen-image-2512-lightning-4steps-v1.0-bf16	lora	qwen|image|2512|lightning|4steps	Qwen Image 2512 Lightning 4Steps V1.0 Bf16	Qwen Image 2512 Lightning 4Steps V1.0 Bf16 (lora)	lora|loras	80
qwen-image-2512-lightning-8steps-v1.0-bf16	lora	qwen|image|2512|lightning|8steps	Qwen Image 2512 Lightning 8Steps V1.0 Bf16	Qwen Image 2512 Lightning 8Steps V1.0 Bf16 (lora)	lora|loras	80
qwen-image-2512-lora-by-ai-characters-style-smartphonesnapshotphotorealitytrigger$amtr snapshot photo$	lora	qwen|image|2512|lora|by	Qwen Image 2512 Lora By Ai Characters Style Smartphonesnapshotphotorealitytrigger$Amtr Snapshot Photo$	Qwen Image 2512 Lora By Ai Characters Style Smartphonesnapshotphotorealitytrigger$Amtr Snapshot Photo$ (lora)	lora|loras	80
qwen-image-edit-2509-lightning-4steps-v1.0-bf16	lora	qwen|image|edit|2509|lightning	Qwen Image Edit 2509 Lightning 4Steps V1.0 Bf16	Qwen Image Edit 2509 Lightning 4Steps V1.0 Bf16 (lora)	lora|loras	80
qwen-image-edit-2509-lightning-8steps-v1.0-bf16	lora	qwen|image|edit|2509|lightning	Qwen Image Edit 2509 Lightning 8Steps V1.0 Bf16	Qwen Image Edit 2509 Lightning 8Steps V1.0 Bf16 (lora)	lora|loras	80
qwen-image-edit-2511-lightning-4steps-v1.0-bf16	lora	qwen|image|edit|2511|lightning	Qwen Image Edit 2511 Lightning 4Steps V1.0 Bf16	Qwen Image Edit 2511 Lightning 4Steps V1.0 Bf16 (lora)	lora|loras	80
qwen-image-edit-2511-multiple-angles-lora	lora	qwen-image-edit-2511-multiple-angles|multiple-angles|edit-lora	Qwen Image Edit Multiple Angles LoRA	Qwen 多角度编辑 LoRA	qwen|lora|edit|multi-angle	85
qwen-image-edit-2511-upscale	lora	qwen|image|edit|2511|upscale	Qwen Image Edit 2511 Upscale	Qwen Image Edit 2511 Upscale (lora)	lora|loras	80
qwen-image-edit-lightning-4steps-v1.0	lora	qwen|image|edit|lightning|4steps	Qwen Image Edit Lightning 4Steps V1.0	Qwen Image Edit Lightning 4Steps V1.0 (lora)	lora|loras	80
qwen-image-edit-lightning-8steps-v1.0	lora	qwen|image|edit|lightning|8steps	Qwen Image Edit Lightning 8Steps V1.0	Qwen Image Edit Lightning 8Steps V1.0 (lora)	lora|loras	80
qwen-image-edit-unblur-upscale-10	lora	qwen|image|edit|unblur|upscale	Qwen Image Edit Unblur Upscale 10	Qwen Image Edit Unblur Upscale 10 (lora)	lora|loras	80
qwen-image-lightning-4steps-v2.0	lora	qwen|image|lightning|4steps|v2.0	Qwen Image Lightning 4Steps V2.0	Qwen Image Lightning 4Steps V2.0 (lora)	lora|loras	80
qwen-image-lightning-4steps-v2.0-bf16	lora	qwen|image|lightning|4steps|v2.0	Qwen Image Lightning 4Steps V2.0 Bf16	Qwen Image Lightning 4Steps V2.0 Bf16 (lora)	lora|loras	80
qwen-image-lightning-8steps-v1.1-bf16	lora	qwen|image|lightning|8steps|v1.1	Qwen Image Lightning 8Steps V1.1 Bf16	Qwen Image Lightning 8Steps V1.1 Bf16 (lora)	lora|loras	80
qwen-image-lightning-8steps-v2.0	lora	qwen|image|lightning|8steps|v2.0	Qwen Image Lightning 8Steps V2.0	Qwen Image Lightning 8Steps V2.0 (lora)	lora|loras	80
qwen-image-nsfw-adv	lora	qwen|image|nsfw|adv	Qwen Image Nsfw Adv	Qwen Image Nsfw Adv (lora)	lora|loras	80
qwen-image-union-diffsynth-lora	lora	qwen|image|union|diffsynth|lora	Qwen Image Union Diffsynth Lora	Qwen Image Union Diffsynth Lora (lora)	lora|loras	80
qwen-mysticxxx-v1-nsfw	lora	qwen|mysticxxx|v1|nsfw	Qwen Mysticxxx V1 Nsfw	Qwen Mysticxxx V1 Nsfw (lora)	lora|loras	80
qwen-nsfw-bodyc-12k	lora	qwen|nsfw|bodyc|12k	Qwen Nsfw Bodyc 12K	Qwen Nsfw Bodyc 12K (lora)	lora|loras	80
qwen2511-anypose-base-000006250	lora	qwen2511|anypose|base|000006250	Qwen2511 Anypose Base 000006250	Qwen2511 Anypose Base 000006250 (lora)	lora|loras	80
qwen2511-consis-alpha-patched(浜虹墿涓€鑷存€?	lora	qwen2511|consis|alpha|patched(浜虹墿涓€鑷存€?	Qwen2511 Consis Alpha Patched(浜虹墿涓€鑷存€?	Qwen2511 Consis Alpha Patched(浜虹墿涓€鑷存€? (lora)	lora|loras	80
qwen2512-gydboy-000000250	lora	qwen2512|gydboy|000000250	Qwen2512 Gydboy 000000250	Qwen2512 Gydboy 000000250 (lora)	lora|loras	80
qwen2512-gydboy-000000300	lora	qwen2512|gydboy|000000300	Qwen2512 Gydboy 000000300	Qwen2512 Gydboy 000000300 (lora)	lora|loras	80
qwen2512-gydboy-000000350	lora	qwen2512|gydboy|000000350	Qwen2512 Gydboy 000000350	Qwen2512 Gydboy 000000350 (lora)	lora|loras	80
qwen2512-vagina3-1328-onetrainer-masked-nsfw	lora	qwen2512|vagina3|1328|onetrainer|masked	Qwen2512 Vagina3 1328 Onetrainer Masked Nsfw	Qwen2512 Vagina3 1328 Onetrainer Masked Nsfw (lora)	lora|loras	80
sdxl-lightning-8step-lora	lora	sdxl|lightning|8step|lora	Sdxl Lightning 8Step Lora	Sdxl Lightning 8Step Lora (lora)	lora|loras	80
sexgod-femalenudity-qwenedit-2511nsfw	lora	sexgod|femalenudity|qwenedit|2511nsfw	Sexgod Femalenudity Qwenedit 2511Nsfw	Sexgod Femalenudity Qwenedit 2511Nsfw (lora)	lora|loras	80
shorty-hair-q2512	lora	shorty|hair|q2512	Shorty Hair Q2512	Shorty Hair Q2512 (lora)	lora|loras	80
style-lora	lora	style|artistic	Style LoRA	风格化 LoRA	lora|style	70
super-skin-detailer-by-stable-yogi-pd0	lora	super|skin|detailer|by|stable	Super Skin Detailer By Stable Yogi Pd0	Super Skin Detailer By Stable Yogi Pd0 (lora)	lora|loras	80
super-skin-detailer-by-stable-yogi-sd0	lora	super|skin|detailer|by|stable	Super Skin Detailer By Stable Yogi Sd0	Super Skin Detailer By Stable Yogi Sd0 (lora)	lora|loras	80
t2v-seoullina-high	lora	t2v|seoullina|high	T2V Seoullina High	T2V Seoullina High (lora)	lora|loras	80
t2v-seoullina-low	lora	t2v|seoullina|low	T2V Seoullina Low	T2V Seoullina Low (lora)	lora|loras	80
turbopussyznsfw	lora	turbopussyznsfw	Turbopussyznsfw	Turbopussyznsfw (lora)	lora|loras	80
ultraface%20female%2077%c2%ae	lora	ultraface%20female%2077%c2%ae	Ultraface%20Female%2077%C2%Ae	Ultraface%20Female%2077%C2%Ae (lora)	lora|loras	80
ulzzangg1	lora	ulzzangg1	Ulzzangg1	Ulzzangg1 (lora)	lora|loras	80
uncrop-f2k9b	lora	uncrop|f2k9b	Uncrop F2K9B	Uncrop F2K9B (lora)	lora|loras	80
uso-flux1-dit-lora-v1	lora	uso|flux1|dit|lora|v1	Uso Flux1 Dit Lora V1	Uso Flux1 Dit Lora V1 (lora)	lora|loras	80
virtual-babes-1-by-stable-yogi-sdxl8	lora	virtual|babes|1|by|stable	Virtual Babes 1 By Stable Yogi Sdxl8	Virtual Babes 1 By Stable Yogi Sdxl8 (lora)	lora|loras	80
wan-m4crom4sti4-i2v-106epo-k3nk	lora	wan|m4crom4sti4|i2v|106epo|k3nk	Wan M4Crom4Sti4 I2V 106Epo K3Nk	Wan M4Crom4Sti4 I2V 106Epo K3Nk (lora)	lora|loras	80
wan2.2-face-complete-distilled	lora	wan2.2|face|complete|distilled	Wan2.2 Face Complete Distilled	Wan2.2 Face Complete Distilled (lora)	lora|loras	80
wan2.2-fun-a14b-inp-low-noise-hps2.1	lora	wan2.2|fun|a14b|inp|low	Wan2.2 Fun A14B Inp Low Noise Hps2.1	Wan2.2 Fun A14B Inp Low Noise Hps2.1 (lora)	lora|loras	80
wan2.2-highnoise-smartphonesnapshotphotorealityby-ai-characters	lora	wan2.2|highnoise|smartphonesnapshotphotorealityby|ai|characters	Wan2.2 Highnoise Smartphonesnapshotphotorealityby Ai Characters	Wan2.2 Highnoise Smartphonesnapshotphotorealityby Ai Characters (lora)	lora|loras	80
wan2.2-i2v-lightx2v-4steps-lorahigh-noise	lora	wan2.2|i2v|lightx2v|4steps|lorahigh	Wan2.2 I2V Lightx2V 4Steps Lorahigh Noise	Wan2.2 I2V Lightx2V 4Steps Lorahigh Noise (lora)	lora|loras	80
wan2.2-i2v-lightx2v-4steps-loralow-noise	lora	wan2.2|i2v|lightx2v|4steps|loralow	Wan2.2 I2V Lightx2V 4Steps Loralow Noise	Wan2.2 I2V Lightx2V 4Steps Loralow Noise (lora)	lora|loras	80
wan2.2-lightning-i2v-a14b-4steps-lora-low	lora	wan2.2|lightning|i2v|a14b|4steps	Wan2.2 Lightning I2V A14B 4Steps Lora Low	Wan2.2 Lightning I2V A14B 4Steps Lora Low (lora)	lora|loras	80
wan2.2-loraset-nsfw	lora	wan2.2|loraset|nsfw	Wan2.2 Loraset Nsfw	Wan2.2 Loraset Nsfw (lora)	lora|loras	80
wan2.2-lownoise-smartphonesnapshotphotorealityby-ai-characters	lora	wan2.2|lownoise|smartphonesnapshotphotorealityby|ai|characters	Wan2.2 Lownoise Smartphonesnapshotphotorealityby Ai Characters	Wan2.2 Lownoise Smartphonesnapshotphotorealityby Ai Characters (lora)	lora|loras	80
wan2.2-mocap-fullbodycopy-ed	lora	wan2.2|mocap|fullbodycopy|ed	Wan2.2 Mocap Fullbodycopy Ed	Wan2.2 Mocap Fullbodycopy Ed (lora)	lora|loras	80
wan2.2-t2v-lightx2v-4steps-lorahigh-noise	lora	wan2.2|t2v|lightx2v|4steps|lorahigh	Wan2.2 T2V Lightx2V 4Steps Lorahigh Noise	Wan2.2 T2V Lightx2V 4Steps Lorahigh Noise (lora)	lora|loras	80
wan2.2-t2v-lightx2v-4steps-loralow-noise	lora	wan2.2|t2v|lightx2v|4steps|loralow	Wan2.2 T2V Lightx2V 4Steps Loralow Noise	Wan2.2 T2V Lightx2V 4Steps Loralow Noise (lora)	lora|loras	80
wan2.2-ti2v-5b-gydboy	lora	wan2.2|ti2v|5b|gydboy	Wan2.2 Ti2V 5B Gydboy	Wan2.2 Ti2V 5B Gydboy (lora)	lora|loras	80
wan22-combo-qo-ipref-noprefix-ed	lora	wan22|combo|qo|ipref|noprefix	Wan22 Combo Qo Ipref Noprefix Ed	Wan22 Combo Qo Ipref Noprefix Ed (lora)	lora|loras	80
wananimate-relight-lora	lora	wananimate|relight|lora	Wananimate Relight Lora	Wananimate Relight Lora (lora)	lora|loras	80
white high-neck tight dress with oversized bell sleeves and platform sandals-nsfw	lora	white high|neck tight dress with oversized bell sleeves and platform sandals|nsfw	White High Neck Tight Dress With Oversized Bell Sleeves And Platform Sandals Nsfw	White High Neck Tight Dress With Oversized Bell Sleeves And Platform Sandals Nsfw (lora)	lora|loras	80
z-image	lora	z|image	Z Image	Z Image (lora)	lora|loras	80
zimage-gydboy	lora	zimage|gydboy	Zimage Gydboy	Zimage Gydboy (lora)	lora|loras	80
zitnsfwlora	lora	zitnsfwlora	Zitnsfwlora	Zitnsfwlora (lora)	lora|loras	80
娓呮柊瀹跺眳瑁呴グ椋庢牸妯″瀷 fresh decor style	lora	娓呮柊瀹跺眳瑁呴グ椋庢牸妯″瀷 fresh decor style	娓呮柊瀹跺眳瑁呴グ椋庢牸妯″瀷 Fresh Decor Style	娓呮柊瀹跺眳瑁呴グ椋庢牸妯″瀷 Fresh Decor Style (lora)	lora|loras	80
绮剧編寤虹瓚璁捐妯″瀷 wd-architectural design	lora	绮剧編寤虹瓚璁捐妯″瀷 wd|architectural design	绮剧編寤虹瓚璁捐妯″瀷 Wd Architectural Design	绮剧編寤虹瓚璁捐妯″瀷 Wd Architectural Design (lora)	lora|loras	80
鍖楁椋庢牸瀹ゅ唴璁捐	lora	鍖楁椋庢牸瀹ゅ唴璁捐	鍖楁椋庢牸瀹ゅ唴璁捐	鍖楁椋庢牸瀹ゅ唴璁捐 (lora)	lora|loras	80
鐜颁唬鎽╃櫥鍒澶栬璁捐 detached villa 1.0	lora	鐜颁唬鎽╃櫥鍒澶栬璁捐 detached villa 1.0	鐜颁唬鎽╃櫥鍒澶栬璁捐 Detached Villa 1.0	鐜颁唬鎽╃櫥鍒澶栬璁捐 Detached Villa 1.0 (lora)	lora|loras	80
鐢靛晢瀹ゅ唴鍦烘櫙瑙嗚杞崲 reconstructing furniture perspective	lora	鐢靛晢瀹ゅ唴鍦烘櫙瑙嗚杞崲 reconstructing furniture perspective	鐢靛晢瀹ゅ唴鍦烘櫙瑙嗚杞崲 Reconstructing Furniture Perspective	鐢靛晢瀹ゅ唴鍦烘櫙瑙嗚杞崲 Reconstructing Furniture Perspective (lora)	lora|loras	80
1k3d68	model	1k3d68	1K3D68	1K3D68 (model)	model|insightface	60
2d106det	model	2d106det	2D106Det	2D106Det (model)	model|insightface	60
det-10g	model	det|10g	Det 10G	Det 10G (model)	model|insightface	60
genderage	model	genderage	Genderage	Genderage (model)	model|insightface	60
glintr100	model	glintr100	Glintr100	Glintr100 (model)	model|insightface	60
inswapper-128	model	inswapper|128	Inswapper 128	Inswapper 128 (model)	model|insightface	60
model	model	model	Model Placeholder	模型占位符（通用）	model|generic	50
sam3dbody	model	sam3dbody	SAM 3D Body	SAM 3D 人体分割模型	sam|3d|body	80
scrfd-10g-bnkps	model	scrfd|10g|bnkps	Scrfd 10G Bnkps	Scrfd 10G Bnkps (model)	model|insightface	60
sdpose-wholebody	model	sdpose|wholebody	Sdpose Wholebody	Sdpose Wholebody (model)	model|pose-estimation	60
w600k-r50	model	w600k|r50	W600K R50	W600K R50 (model)	model|insightface	60
512-inpainting-ema	unet	512|inpainting|ema	512 Inpainting Ema	512 Inpainting Ema (unet)	unet|checkpoints	90
ace-step-1.5	unet	ace-step|ace step|1.5	ACE Step 1.5	ACE 步骤音乐生成模型	ace|music|audio	85
acestep	unet	acestep	Acestep	Acestep (unet)	unet|diffusion-models	60
aisha-nsfw-beta	unet	aisha|nsfw|beta	Aisha Nsfw Beta	Aisha Nsfw Beta (unet)	unet|checkpoints	90
architecturerealmix	unet	architecturerealmix	Architecturerealmix	Architecturerealmix (unet)	unet|checkpoints	90
awpainting	unet	awpainting	Awpainting	Awpainting (unet)	unet|checkpoints	90
ben-base	unet	ben|base	Ben Base	Ben Base (unet)	unet|BEN	60
ben2-base	unet	ben2|base	Ben2 Base	Ben2 Base (unet)	unet|BEN	60
big-lama	unet	big|lama	Big Lama	Big Lama (unet)	unet|ckpts	60
birefnet-general	unet	birefnet|general	Birefnet General	Birefnet General (unet)	unet|RMBG	60
codeformer-v0.1.0	unet	codeformer|v0.1.0	Codeformer V0.1.0	Codeformer V0.1.0 (unet)	unet|facerestore-models	60
counterfeit-v2.5	unet	counterfeit|v2.5	Counterfeit V2.5	Counterfeit V2.5 (unet)	unet|checkpoints	90
diffusion-pytorch-model	unet	diffusion|pytorch|model	Diffusion Pytorch Model	Diffusion Pytorch Model (unet)	unet|hidream-i1-fast-local	60
diffusion-pytorch-model-00001-of-00003	unet	diffusion|pytorch|model|00001|of	Diffusion Pytorch Model 00001 Of 00003	Diffusion Pytorch Model 00001 Of 00003 (unet)	unet|diffusers	60
diffusion-pytorch-model-00001-of-00005	unet	diffusion|pytorch|model|00001|of	Diffusion Pytorch Model 00001 Of 00005	Diffusion Pytorch Model 00001 Of 00005 (unet)	unet|diffusers	60
diffusion-pytorch-model-00002-of-00003	unet	diffusion|pytorch|model|00002|of	Diffusion Pytorch Model 00002 Of 00003	Diffusion Pytorch Model 00002 Of 00003 (unet)	unet|diffusers	60
diffusion-pytorch-model-00002-of-00005	unet	diffusion|pytorch|model|00002|of	Diffusion Pytorch Model 00002 Of 00005	Diffusion Pytorch Model 00002 Of 00005 (unet)	unet|diffusers	60
diffusion-pytorch-model-00003-of-00003	unet	diffusion|pytorch|model|00003|of	Diffusion Pytorch Model 00003 Of 00003	Diffusion Pytorch Model 00003 Of 00003 (unet)	unet|diffusers	60
diffusion-pytorch-model-00005-of-00005	unet	diffusion|pytorch|model|00005|of	Diffusion Pytorch Model 00005 Of 00005	Diffusion Pytorch Model 00005 Of 00005 (unet)	unet|diffusers	60
dreamcreationvirtual3decommerce	unet	dreamcreationvirtual3decommerce	Dreamcreationvirtual3Decommerce	Dreamcreationvirtual3Decommerce (unet)	unet|checkpoints	90
dreamshaper-8	unet	dreamshaper|8	Dreamshaper 8	Dreamshaper 8 (unet)	unet|checkpoints	90
face-yolov8m	unet	face|yolov8m	Face Yolov8M	Face Yolov8M (unet)	unet|ultralytics	60
face-yolov8n	unet	face|yolov8n	Face Yolov8N	Face Yolov8N (unet)	unet|ultralytics	60
face-yolov8s	unet	face|yolov8s	Face Yolov8S	Face Yolov8S (unet)	unet|ultralytics	60
face-yolov9c	unet	face|yolov9c	Face Yolov9C	Face Yolov9C (unet)	unet|ultralytics	60
firered-image-edit-1.1	unet	firered|image|edit|1.1	Firered Image Edit 1.1	Firered Image Edit 1.1 (unet)	unet|diffusion-models	60
flux-2-klein-4b-fp8	unet	flux|2|klein|4b|fp8	Flux 2 Klein 4B Fp8	Flux 2 Klein 4B Fp8 (unet)	unet|diffusion-models	60
flux-2-klein-9b-kv	unet	flux|2|klein|9b|kv	Flux 2 Klein 9B Kv	Flux 2 Klein 9B Kv (unet)	unet|diffusion-models	60
flux-2-klein-9b-nvfp4	unet	flux|2|klein|9b|nvfp4	Flux 2 Klein 9B Nvfp4	Flux 2 Klein 9B Nvfp4 (unet)	unet|diffusion-models	60
flux-2-klein-base-4b	unet	flux|2|klein|base|4b	Flux 2 Klein Base 4B	Flux 2 Klein Base 4B (unet)	unet|diffusion-models	60
flux-2-klein-base-4b-fp8	unet	flux|2|klein|base|4b	Flux 2 Klein Base 4B Fp8	Flux 2 Klein Base 4B Fp8 (unet)	unet|diffusion-models	60
flux-2-klein-base-9b	unet	flux|2|klein|base|9b	Flux 2 Klein Base 9B	Flux 2 Klein Base 9B (unet)	unet|diffusion-models	60
flux-dev	unet	flux1|flux-dev|flux dev	Flux Dev	Flux 开发版主扩散模型	flux|text-to-image	100
flux-fill	unet	flux-fill|flux fill	Flux Fill	Flux 填充/重绘模型	flux|inpaint	90
